flight_id,cycle_num,ts,phase,jpt1,ngg_rpm,ngg_pct,p2p1,oat,stepper_pos,fuel_flow_kgh,vibration,secu_healthy,bit_pass,mil_bus_word,status,fault_reason,flight_hour
5,2,1166.0,acceleration,736.6,11286,51.3,2.153,39.5,103,4.076,0.928,1,1,0x0000,success,,0.313
5,2,1167.0,acceleration,846.0,12855,58.43,2.386,39.8,117,4.605,1.206,1,1,0x0000,success,,0.313
5,2,1168.0,acceleration,899.7,14348,65.22,2.635,38.8,131,5.184,1.252,1,1,0x0000,success,,0.313
5,2,1169.0,acceleration,934.4,15642,71.1,2.891,39.6,143,5.565,1.304,1,1,0x0000,success,,0.313
5,2,1170.0,acceleration,942.1,16773,76.24,3.108,39.8,153,5.986,1.465,1,1,0x0000,success,,0.313
5,2,1171.0,acceleration,966.4,17532,79.69,3.296,39.7,160,6.186,1.502,1,1,0x0000,success,,0.313
5,2,1172.0,acceleration,946.8,18313,83.24,3.407,40.4,167,6.634,1.45,1,1,0x0000,success,,0.313
5,2,1173.0,acceleration,930.8,18843,85.65,3.475,38.6,172,6.838,1.567,1,1,0x0000,success,,0.313
5,2,1174.0,acceleration,929.5,19138,86.99,3.591,39.3,175,6.755,1.609,1,1,0x0000,success,,0.313
5,2,1175.0,acceleration,927.5,19545,88.84,3.679,39.9,178,7.047,1.631,1,1,0x0000,success,,0.313
5,2,1176.0,acceleration,904.7,19661,89.37,3.598,39.1,180,7.029,1.667,1,1,0x0000,success,,0.313
5,2,1177.0,acceleration,921.5,19952,90.69,3.765,39.6,182,7.157,1.415,1,1,0x0000,success,,0.313
5,2,1178.0,acceleration,897.1,19961,90.73,3.722,39.6,182,7.12,1.81,1,1,0x0000,success,,0.313
5,2,1179.0,acceleration,898.0,20088,91.31,3.789,40.3,183,7.331,1.797,1,1,0x0000,success,,0.313
5,2,1180.0,self-sustaining,888.0,20046,91.12,3.756,39.7,183,7.205,1.619,1,1,0x0000,success,,0.313
5,2,1181.0,self-sustaining,913.4,20077,91.26,3.777,39.8,183,7.131,1.618,1,1,0x0000,success,,0.313
5,2,1182.0,self-sustaining,899.3,20167,91.67,3.758,39.8,184,7.299,1.796,1,1,0x0000,success,,0.313
5,2,1183.0,self-sustaining,901.4,20097,91.35,3.785,39.6,184,7.3,1.785,1,1,0x0000,success,,0.313
5,2,1184.0,self-sustaining,899.5,20194,91.79,3.765,39.3,184,7.255,1.782,1,1,0x0000,success,,0.313
5,2,1185.0,self-sustaining,905.9,20343,92.47,3.803,39.3,186,7.369,1.608,1,1,0x0000,success,,0.313
5,2,1186.0,self-sustaining,890.4,20383,92.65,3.804,40.5,186,7.246,1.687,1,1,0x0000,success,,0.313
5,2,1187.0,self-sustaining,888.0,20240,92.0,3.777,39.6,185,7.281,1.276,1,1,0x0000,success,,0.313
5,2,1188.0,self-sustaining,913.2,20172,91.69,3.803,39.9,184,7.174,1.719,1,1,0x0000,success,,0.313
5,2,1189.0,self-sustaining,905.5,20163,91.65,3.769,40.0,184,7.244,1.539,1,1,0x0000,success,,0.313
5,2,1190.0,self-sustaining,897.3,20286,92.21,3.842,39.9,185,7.319,1.491,1,1,0x0000,success,,0.313
5,2,1191.0,self-sustaining,878.1,20207,91.85,3.775,39.7,185,7.297,1.585,1,1,0x0000,success,,0.313
5,2,1192.0,self-sustaining,898.1,20304,92.29,3.777,40.2,185,7.38,1.724,1,1,0x0000,success,,0.313
5,2,1193.0,self-sustaining,912.5,20205,91.84,3.79,40.0,185,7.324,1.619,1,1,0x0000,success,,0.313
5,2,1193.5,self-sustaining,910.0,20328,92.4,3.802,39.9,186,7.403,1.589,1,1,0x0000,success,,0.313
5,3,3210.8,cranking,171.5,53,0.24,1.0,41.4,0,0.0,0.75,1,1,0x0008,degraded,high-vibration,0.626
5,3,3211.8,cranking,173.8,48,0.22,1.0,41.2,0,0.0,2.188,1,1,0x0008,degraded,high-vibration,0.626
5,3,3212.8,cranking,190.4,361,1.64,1.0,41.3,3,0.09,2.231,1,1,0x0008,degraded,high-vibration,0.626
5,3,3213.8,cranking,196.5,757,3.44,1.0,41.9,6,0.299,0.868,1,1,0x0008,degraded,high-vibration,0.626
5,3,3214.8,cranking,209.5,1254,5.7,1.001,41.5,11,0.475,1.702,1,1,0x0008,degraded,high-vibration,0.626
5,3,3215.8,cranking,244.4,1936,8.8,1.014,41.8,17,0.734,2.473,1,1,0x0008,degraded,high-vibration,0.626
5,3,3216.8,cranking,272.7,2966,13.48,1.088,41.7,27,1.126,2.302,1,1,0x0008,degraded,high-vibration,0.626
5,3,3217.8,light-up,297.0,3997,18.17,1.196,42.0,36,1.345,0.7,1,1,0x0008,degraded,high-vibration,0.626
5,3,3218.8,light-up,356.3,5357,24.35,1.345,41.0,49,1.808,2.406,1,1,0x0008,degraded,high-vibration,0.626
5,3,3219.8,light-up,411.9,6457,29.35,1.453,41.6,59,2.289,2.646,1,1,0x0008,degraded,high-vibration,0.626
5,3,3220.8,light-up,425.8,7559,34.36,1.649,41.7,69,2.621,2.31,1,1,0x0008,degraded,high-vibration,0.626
5,3,3221.8,light-up,500.3,8987,40.85,1.797,40.6,82,3.356,0.881,1,1,0x0008,degraded,high-vibration,0.626
5,3,3222.8,light-up,583.0,10008,45.49,1.96,41.4,91,3.697,2.924,1,1,0x0008,degraded,high-vibration,0.626
5,3,3223.8,light-up,722.5,11330,51.5,2.191,41.0,103,4.125,2.912,1,1,0x0008,degraded,high-vibration,0.626
5,3,3224.8,acceleration,841.2,12811,58.23,2.365,41.5,117,4.537,2.05,1,1,0x0008,degraded,high-vibration,0.626
5,3,3225.8,acceleration,903.7,14370,65.32,2.646,41.7,131,5.114,1.764,1,1,0x0008,degraded,high-vibration,0.626
5,3,3226.8,acceleration,929.7,15578,70.81,2.874,41.4,142,5.517,3.461,1,1,0x0008,degraded,high-vibration,0.626
5,3,3227.8,acceleration,935.9,16623,75.56,3.091,40.7,152,6.052,3.312,1,1,0x0008,degraded,high-vibration,0.626
5,3,3228.8,acceleration,984.6,17556,79.8,3.263,42.3,160,6.296,1.643,1,1,0x0008,degraded,high-vibration,0.626
5,3,3229.8,acceleration,945.6,18322,83.28,3.397,41.3,167,6.495,2.83,1,1,0x0008,degraded,high-vibration,0.626
5,3,3230.8,acceleration,935.3,18803,85.47,3.53,41.9,172,6.691,3.714,1,1,0x0008,degraded,high-vibration,0.626
5,3,3231.8,acceleration,940.7,19351,87.96,3.623,41.5,177,6.934,2.959,1,1,0x0008,degraded,high-vibration,0.626
5,3,3232.8,acceleration,915.9,19439,88.36,3.594,41.9,178,6.92,1.598,1,1,0x0008,degraded,high-vibration,0.626
5,3,3233.8,acceleration,919.4,19736,89.71,3.668,41.5,180,7.191,3.249,1,1,0x0008,degraded,high-vibration,0.626
5,3,3234.8,acceleration,899.5,19844,90.2,3.707,41.9,181,7.111,3.627,1,1,0x0008,degraded,high-vibration,0.626
5,3,3235.8,acceleration,900.2,20165,91.66,3.786,41.7,184,7.278,3.045,1,1,0x0008,degraded,high-vibration,0.626
5,3,3236.8,acceleration,909.1,20211,91.87,3.765,41.6,185,7.314,2.639,1,1,0x0008,degraded,high-vibration,0.626
5,3,3237.8,self-sustaining,895.4,20020,91.0,3.721,41.5,183,7.225,3.521,1,1,0x0008,degraded,high-vibration,0.626
5,3,3238.8,self-sustaining,904.9,20198,91.81,3.741,41.5,184,7.241,3.732,1,1,0x0008,degraded,high-vibration,0.626
5,3,3239.8,self-sustaining,897.4,20042,91.1,3.741,41.0,183,7.147,2.752,1,1,0x0008,degraded,high-vibration,0.626
5,3,3240.8,self-sustaining,899.7,20174,91.7,3.769,41.4,184,7.283,2.631,1,1,0x0008,degraded,high-vibration,0.626
5,3,3241.8,self-sustaining,906.9,20291,92.23,3.778,41.2,185,7.331,3.727,1,1,0x0008,degraded,high-vibration,0.626
5,3,3242.8,self-sustaining,888.1,20273,92.15,3.759,42.4,185,7.229,3.643,1,1,0x0008,degraded,high-vibration,0.626
5,3,3243.8,self-sustaining,896.6,20176,91.71,3.772,41.4,184,7.24,1.562,1,1,0x0008,degraded,high-vibration,0.626
5,3,3244.8,self-sustaining,893.7,20143,91.56,3.76,41.5,184,7.297,3.155,1,1,0x0008,degraded,high-vibration,0.626
5,3,3245.8,self-sustaining,901.0,20227,91.94,3.818,41.5,185,7.187,3.645,1,1,0x0008,degraded,high-vibration,0.626
5,3,3246.8,self-sustaining,918.4,20220,91.91,3.787,41.4,185,7.218,2.804,1,1,0x0008,degraded,high-vibration,0.626
5,3,3247.8,self-sustaining,899.5,20240,92.0,3.784,41.7,185,7.166,2.013,1,1,0x0008,degraded,high-vibration,0.626
5,3,3248.8,self-sustaining,905.6,20244,92.02,3.763,41.2,185,7.193,3.612,1,1,0x0008,degraded,high-vibration,0.626
5,3,3249.8,self-sustaining,896.2,20308,92.31,3.81,42.0,185,7.396,3.835,1,1,0x0008,degraded,high-vibration,0.626
5,3,3250.8,self-sustaining,897.0,20330,92.41,3.823,41.7,186,7.262,2.543,1,1,0x0008,degraded,high-vibration,0.626
5,3,3251.5,self-sustaining,894.6,20330,92.41,3.8,41.3,186,7.26,1.893,1,1,0x0008,degraded,high-vibration,0.626
5,4,4745.1,cranking,160.0,0,0.0,1.0,43.9,0,0.091,0.077,1,1,0x0000,success,,0.939
5,4,4746.1,cranking,183.0,9,0.04,1.0,42.9,0,0.0,0.211,1,1,0x0000,success,,0.939
5,4,4747.1,cranking,181.3,310,1.41,1.0,43.2,2,0.008,0.336,1,1,0x0000,success,,0.939
5,4,4748.1,cranking,204.2,603,2.74,1.0,43.1,5,0.295,0.259,1,1,0x0000,success,,0.939
5,4,4749.1,cranking,220.5,1170,5.32,1.0,43.3,10,0.474,0.294,1,1,0x0000,success,,0.939
5,4,4750.1,cranking,230.3,1793,8.15,1.012,43.4,16,0.572,0.132,1,1,0x0000,success,,0.939
5,4,4751.1,cranking,244.2,2532,11.51,1.053,43.5,23,0.895,0.197,1,1,0x0000,success,,0.939
5,4,4752.1,light-up,315.8,3513,15.97,1.166,43.5,32,1.233,0.429,1,1,0x0000,success,,0.939
5,4,4753.1,light-up,346.0,4697,21.35,1.265,43.4,43,1.726,0.36,1,1,0x0000,success,,0.939
5,4,4754.1,light-up,371.7,5850,26.59,1.41,42.9,53,2.068,0.481,1,1,0x0000,success,,0.939
5,4,4755.1,light-up,425.3,7097,32.26,1.559,43.8,64,2.611,0.786,1,1,0x0000,success,,0.939
5,4,4756.1,light-up,461.7,8078,36.72,1.674,42.9,73,2.961,0.772,1,1,0x0000,success,,0.939
5,4,4757.1,light-up,510.7,9348,42.49,1.85,43.4,85,3.509,0.961,1,1,0x0000,success,,0.939
5,4,4758.1,light-up,636.6,10404,47.29,1.977,43.4,95,3.661,0.981,1,1,0x0000,success,,0.939
5,4,4759.1,acceleration,756.5,11803,53.65,2.237,43.2,108,4.183,1.181,1,1,0x0000,success,,0.939
5,4,4760.1,acceleration,844.4,13092,59.51,2.437,43.9,119,4.656,1.139,1,1,0x0000,success,,0.939
5,4,4761.1,acceleration,894.5,14434,65.61,2.67,42.8,132,5.15,1.211,1,1,0x0000,success,,0.939
5,4,4762.1,acceleration,936.4,15785,71.75,2.892,43.9,144,5.53,1.403,1,1,0x0000,success,,0.939
5,4,4763.1,acceleration,961.7,16832,76.51,3.023,43.8,154,6.156,1.49,1,1,0x0000,success,,0.939
5,4,4764.1,acceleration,948.3,17651,80.23,3.218,43.5,161,6.417,1.457,1,1,0x0000,success,,0.939
5,4,4765.1,acceleration,946.4,18315,83.25,3.436,43.1,167,6.561,1.428,1,1,0x0000,success,,0.939
5,4,4766.1,acceleration,931.6,18731,85.14,3.448,43.3,171,6.757,1.516,1,1,0x0000,success,,0.939
5,4,4767.1,acceleration,932.9,19107,86.85,3.544,44.0,174,6.892,1.588,1,1,0x0000,success,,0.939
5,4,4768.1,acceleration,921.2,19481,88.55,3.634,44.0,178,6.961,1.739,1,1,0x0000,success,,0.939
5,4,4769.1,acceleration,919.1,19703,89.56,3.641,43.6,180,7.109,1.641,1,1,0x0000,success,,0.939
5,4,4770.1,acceleration,927.7,19923,90.56,3.71,43.9,182,7.167,1.672,1,1,0x0000,success,,0.939
5,4,4771.1,acceleration,892.8,20022,91.01,3.722,43.6,183,7.171,1.743,1,1,0x0000,success,,0.939
5,4,4772.1,acceleration,916.8,20068,91.22,3.745,43.4,183,7.086,1.657,1,1,0x0000,success,,0.939
5,4,4773.1,self-sustaining,899.6,20150,91.59,3.749,43.4,184,7.225,1.779,1,1,0x0000,success,,0.939
5,4,4774.1,self-sustaining,905.2,20280,92.18,3.752,43.2,185,7.256,1.704,1,1,0x0000,success,,0.939
5,4,4775.1,self-sustaining,890.8,20161,91.64,3.789,44.6,184,7.165,1.705,1,1,0x0000,success,,0.939
5,4,4776.1,self-sustaining,893.9,20260,92.09,3.773,43.0,185,7.287,1.446,1,1,0x0000,success,,0.939
5,4,4777.1,self-sustaining,905.7,20117,91.44,3.759,43.0,184,7.156,1.694,1,1,0x0000,success,,0.939
5,4,4778.1,self-sustaining,896.3,20141,91.55,3.769,43.2,184,7.316,1.634,1,1,0x0000,success,,0.939
5,4,4779.1,self-sustaining,897.3,20374,92.61,3.826,43.4,186,7.312,1.773,1,1,0x0000,success,,0.939
5,4,4780.1,self-sustaining,914.0,20104,91.38,3.743,43.9,184,7.077,1.948,1,1,0x0000,success,,0.939
5,4,4781.1,self-sustaining,907.0,20068,91.22,3.735,43.2,183,7.302,1.573,1,1,0x0000,success,,0.939
5,4,4782.1,self-sustaining,901.4,20150,91.59,3.734,42.3,184,7.348,1.59,1,1,0x0000,success,,0.939
5,4,4783.1,self-sustaining,916.0,20405,92.75,3.776,42.8,186,7.342,1.799,1,1,0x0000,success,,0.939
5,4,4784.1,self-sustaining,902.8,20209,91.86,3.77,43.6,185,7.381,1.734,1,1,0x0000,success,,0.939
5,4,4785.1,self-sustaining,907.8,20167,91.67,3.759,43.3,184,7.199,1.523,1,1,0x0000,success,,0.939
5,4,4786.1,self-sustaining,914.1,20339,92.45,3.762,43.8,186,7.325,1.765,1,1,0x0000,success,,0.939
5,4,4787.1,self-sustaining,896.3,20247,92.03,3.79,43.5,185,7.165,1.477,1,1,0x0000,success,,0.939
5,4,4788.1,self-sustaining,888.2,20139,91.54,3.734,43.9,184,7.287,1.826,1,1,0x0000,success,,0.939
5,5,7273.3,cranking,170.5,35,0.16,1.0,40.5,0,0.0,0.236,1,1,0x0000,success,,1.252
5,5,7274.3,cranking,175.3,64,0.29,1.0,40.7,0,0.024,0.058,1,1,0x0000,success,,1.252
5,5,7275.3,cranking,191.1,266,1.21,1.0,40.2,2,0.138,0.396,1,1,0x0000,success,,1.252
5,5,7276.3,cranking,173.2,101,0.46,1.0,40.2,0,0.0,0.373,1,1,0x0000,success,,1.252
5,5,7277.3,cranking,233.3,1366,6.21,1.0,40.4,12,0.444,0.6,1,1,0x0000,success,,1.252
5,5,7278.3,cranking,249.2,2279,10.36,1.065,40.5,20,0.888,0.222,1,1,0x0000,success,,1.252
5,5,7279.3,light-up,277.5,3249,14.77,1.094,39.1,29,1.114,0.294,1,1,0x0000,success,,1.252
5,5,7280.3,light-up,358.4,4490,20.41,1.264,39.8,41,1.644,0.606,1,1,0x0000,success,,1.252
5,5,7281.3,light-up,388.9,5793,26.33,1.389,40.7,53,2.111,0.615,1,1,0x0000,success,,1.252
5,5,7282.3,light-up,432.9,7130,32.41,1.531,40.3,65,2.422,0.672,1,1,0x0000,success,,1.252
5,5,7283.3,light-up,479.2,8290,37.68,1.689,39.9,75,2.988,0.949,1,1,0x0000,success,,1.252
5,5,7284.3,light-up,555.9,9574,43.52,1.884,41.0,87,3.385,0.972,1,1,0x0000,success,,1.252
5,5,7285.3,light-up,666.4,10811,49.14,2.078,40.1,98,3.885,0.918,1,1,0x0000,success,,1.252
5,5,7286.3,acceleration,895.2,12432,56.51,2.38,40.8,113,4.438,1.064,1,1,0x0000,success,,1.252
5,5,7287.3,acceleration,886.2,13904,63.2,2.566,40.9,127,4.964,1.389,1,1,0x0000,success,,1.252
5,5,7288.3,acceleration,937.1,15422,70.1,2.831,40.4,141,5.44,1.288,1,1,0x0000,success,,1.252
5,5,7289.3,acceleration,952.9,16568,75.31,3.061,40.3,151,5.861,1.344,1,1,0x0000,success,,1.252
5,5,7290.3,acceleration,948.1,17558,79.81,3.275,41.0,160,6.41,1.426,1,1,0x0000,success,,1.252
5,5,7291.3,acceleration,924.0,18117,82.35,3.343,40.3,165,6.536,1.678,1,1,0x0000,success,,1.252
5,5,7292.3,acceleration,935.6,18819,85.54,3.556,40.8,172,6.761,1.503,1,1,0x0000,success,,1.252
5,5,7293.3,acceleration,897.5,19076,86.71,3.528,40.0,174,6.839,1.601,1,1,0x0000,success,,1.252
5,5,7294.3,acceleration,907.6,19481,88.55,3.614,40.6,178,6.94,1.697,1,1,0x0000,success,,1.252
5,5,7295.3,acceleration,887.9,19710,89.59,3.736,40.6,180,7.099,1.748,1,1,0x0000,success,,1.252
5,5,7296.3,acceleration,973.5,19848,90.22,3.738,40.3,181,7.014,1.802,1,1,0x0000,success,,1.252
5,5,7297.3,acceleration,899.3,19974,90.79,3.709,39.7,182,7.178,1.77,1,1,0x0000,success,,1.252
5,5,7298.3,acceleration,911.4,20145,91.57,3.781,40.3,184,7.215,1.732,1,1,0x0000,success,,1.252
5,5,7299.3,self-sustaining,906.4,20148,91.58,3.746,40.5,184,7.276,1.799,1,1,0x0000,success,,1.252
5,5,7300.3,self-sustaining,897.0,20033,91.06,3.763,40.8,183,7.127,1.818,1,1,0x0000,success,,1.252
5,5,7301.3,self-sustaining,911.2,20218,91.9,3.796,40.3,185,7.295,1.819,1,1,0x0000,success,,1.252
5,5,7302.3,self-sustaining,906.9,20130,91.5,3.739,40.7,184,7.281,1.527,1,1,0x0000,success,,1.252
5,5,7303.3,self-sustaining,890.7,20460,93.0,3.81,41.4,187,7.245,1.73,1,1,0x0000,success,,1.252
5,5,7304.3,self-sustaining,915.0,20178,91.72,3.753,40.1,184,7.311,1.75,1,1,0x0000,success,,1.252
5,5,7305.3,self-sustaining,889.0,20225,91.93,3.777,40.3,185,7.258,1.672,1,1,0x0000,success,,1.252
5,5,7306.3,self-sustaining,906.3,20368,92.58,3.819,40.7,186,7.25,1.561,1,1,0x0000,success,,1.252
5,5,7307.3,self-sustaining,885.9,20139,91.54,3.761,40.2,184,7.337,1.864,1,1,0x0000,success,,1.252
5,5,7308.3,self-sustaining,899.7,20086,91.3,3.739,40.1,183,7.109,1.528,1,1,0x0000,success,,1.252
5,5,7309.3,self-sustaining,901.6,20130,91.5,3.769,39.9,184,7.301,1.981,1,1,0x0000,success,,1.252
5,5,7310.3,self-sustaining,914.5,20167,91.67,3.756,40.6,184,7.246,1.892,1,1,0x0000,success,,1.252
5,5,7311.3,self-sustaining,903.6,20359,92.54,3.787,39.7,186,7.302,1.886,1,1,0x0000,success,,1.252
5,5,7311.9,self-sustaining,896.1,20242,92.01,3.762,40.2,185,7.267,1.64,1,1,0x0000,success,,1.252
5,6,9271.2,cranking,168.4,13,0.06,1.0,42.1,0,0.0,0.489,1,1,0x0000,success,,1.565
5,6,9272.2,cranking,181.4,185,0.84,1.0,43.5,1,0.009,0.182,1,1,0x0000,success,,1.565
5,6,9273.2,cranking,180.9,312,1.42,1.0,42.2,2,0.152,0.419,1,1,0x0000,success,,1.565
5,6,9274.2,cranking,186.2,642,2.92,1.0,42.5,5,0.154,0.198,1,1,0x0000,success,,1.565
5,6,9275.2,cranking,221.1,1267,5.76,1.0,42.1,11,0.547,0.324,1,1,0x0000,success,,1.565
5,6,9276.2,cranking,247.2,1951,8.87,1.027,42.3,17,0.69,0.423,1,1,0x0000,success,,1.565
5,6,9277.2,cranking,266.9,2801,12.73,1.058,41.9,25,1.085,0.357,1,1,0x0000,success,,1.565
5,6,9278.2,light-up,311.5,4019,18.27,1.164,42.2,36,1.438,0.716,1,1,0x0000,success,,1.565
5,6,9279.2,light-up,350.6,5027,22.85,1.289,42.5,46,1.901,0.745,1,1,0x0000,success,,1.565
5,6,9280.2,light-up,413.5,6439,29.27,1.471,42.5,58,2.288,0.907,1,1,0x0000,success,,1.565
5,6,9281.2,light-up,454.0,7561,34.37,1.621,41.9,69,2.726,0.811,1,1,0x0000,success,,1.565
5,6,9282.2,light-up,469.7,8692,39.51,1.739,42.3,79,3.085,0.784,1,1,0x0000,success,,1.565
5,6,9283.2,light-up,580.4,9966,45.3,1.911,41.9,91,3.701,0.806,1,1,0x0000,success,,1.565
5,6,9284.2,light-up,712.4,11194,50.88,2.12,42.7,102,3.967,1.023,1,1,0x0000,success,,1.565
5,6,9285.2,acceleration,819.2,12575,57.16,2.311,42.8,115,4.453,0.958,1,1,0x0000,success,,1.565
5,6,9286.2,acceleration,890.4,14124,64.2,2.637,42.2,129,5.034,1.218,1,1,0x0000,success,,1.565
