flight_id,cycle_num,ts,phase,jpt1,ngg_rpm,ngg_pct,p2p1,oat,stepper_pos,fuel_flow_kgh,vibration,secu_healthy,bit_pass,mil_bus_word,status,fault_reason,flight_hour
2,1,30.0,self-sustaining,907.3,20286,92.21,3.864,13.2,185,7.292,1.765,1,1,0x0000,success,,0.0
2,1,31.0,self-sustaining,885.2,20231,91.96,3.859,13.1,185,7.28,1.454,1,1,0x0000,success,,0.0
2,1,32.0,self-sustaining,900.8,20121,91.46,3.814,12.9,184,7.27,1.577,1,1,0x0000,success,,0.0
2,1,33.0,self-sustaining,882.1,20194,91.79,3.854,12.8,184,7.278,1.926,1,1,0x0000,success,,0.0
2,1,34.0,self-sustaining,891.5,20093,91.33,3.832,13.1,183,7.264,1.706,1,1,0x0000,success,,0.0
2,1,35.0,self-sustaining,915.0,20275,92.16,3.848,12.5,185,7.188,1.788,1,1,0x0000,success,,0.0
2,1,36.0,self-sustaining,910.2,20328,92.4,3.887,13.1,186,7.281,1.74,1,1,0x0000,success,,0.0
2,1,37.0,self-sustaining,911.8,20310,92.32,3.856,13.8,185,7.308,1.868,1,1,0x0000,success,,0.0
2,1,38.0,self-sustaining,898.9,20115,91.43,3.814,13.1,184,7.357,1.829,1,1,0x0000,success,,0.0
2,1,39.0,self-sustaining,902.5,20440,92.91,3.88,12.9,187,7.347,1.608,1,1,0x0000,success,,0.0
2,1,40.0,self-sustaining,892.3,20249,92.04,3.857,13.1,185,7.339,1.646,1,1,0x0000,success,,0.0
2,1,40.7,self-sustaining,902.6,20392,92.69,3.905,13.3,186,7.287,1.449,1,1,0x0000,success,,0.0
2,2,1040.4,cranking,189.2,46,0.21,1.017,11.7,0,0.104,0.071,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1041.4,cranking,184.3,147,0.67,1.012,12.1,1,0.063,0.34,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1042.4,cranking,187.1,348,1.58,1.023,11.4,3,0.088,0.065,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1043.4,cranking,196.6,702,3.19,1.026,12.5,6,0.171,0.31,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1044.4,cranking,224.2,1316,5.98,1.075,12.5,12,0.577,0.239,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1045.4,cranking,247.8,1980,9.0,1.103,12.2,18,0.793,0.42,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1046.4,cranking,271.5,2996,13.62,1.166,12.6,27,1.161,0.322,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1047.4,light-up,318.3,4140,18.82,1.306,12.3,37,1.557,0.557,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1048.4,light-up,384.6,5383,24.47,1.426,12.7,49,2.031,0.359,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1049.4,light-up,409.6,6631,30.14,1.569,12.6,60,2.459,0.917,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1050.4,light-up,456.0,7709,35.04,1.703,12.2,70,2.754,0.581,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1051.4,light-up,502.3,9024,41.02,1.877,11.8,82,3.215,0.718,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1052.4,light-up,624.2,10331,46.96,2.076,12.9,94,3.664,0.929,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1053.4,acceleration,760.0,11552,52.51,2.227,12.7,105,4.167,1.024,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1054.4,acceleration,853.1,13169,59.86,2.584,11.7,120,4.75,1.029,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1055.4,acceleration,884.3,14615,66.43,2.772,12.0,133,5.271,1.247,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1056.4,acceleration,939.8,16014,72.79,3.062,11.6,146,5.761,1.319,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1057.4,acceleration,957.9,16865,76.66,3.193,13.5,154,6.113,1.429,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1058.4,acceleration,942.8,17723,80.56,3.352,12.9,162,6.39,1.632,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1059.4,acceleration,942.9,18572,84.42,3.478,12.4,170,6.669,1.571,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1060.4,acceleration,930.6,18988,86.31,3.646,12.2,173,6.787,1.626,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1061.4,acceleration,915.9,19351,87.96,3.682,12.6,177,6.927,1.539,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1062.4,acceleration,907.4,19393,88.15,3.717,12.3,177,6.935,1.618,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1063.4,acceleration,910.2,19787,89.94,3.807,11.8,181,7.126,1.711,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1064.4,acceleration,903.7,19923,90.56,3.781,11.8,182,7.16,1.731,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1065.4,acceleration,904.7,20077,91.26,3.769,12.5,183,7.158,1.735,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1066.4,acceleration,911.5,20079,91.27,3.821,12.2,183,7.145,1.534,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1067.4,self-sustaining,892.9,20044,91.11,3.818,12.5,183,7.096,1.93,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1068.4,self-sustaining,895.9,20075,91.25,3.836,12.4,183,7.289,1.693,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1069.4,self-sustaining,901.3,20302,92.28,3.886,11.7,185,7.289,1.579,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1070.4,self-sustaining,886.5,20106,91.39,3.881,12.5,184,7.16,1.612,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1071.4,self-sustaining,908.2,20271,92.14,3.873,12.4,185,7.248,1.7,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1072.4,self-sustaining,916.4,20335,92.43,3.89,11.9,186,7.403,1.691,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1073.4,self-sustaining,894.9,20238,91.99,3.85,11.5,185,7.28,1.683,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1074.4,self-sustaining,888.6,20011,90.96,3.829,11.8,183,7.143,1.694,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1075.4,self-sustaining,897.8,20317,92.35,3.889,12.5,186,7.405,1.659,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1076.4,self-sustaining,908.6,20185,91.75,3.853,12.3,184,7.344,1.479,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1077.4,self-sustaining,896.2,20346,92.48,3.915,12.7,186,7.393,1.661,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1078.4,self-sustaining,888.5,20183,91.74,3.873,12.1,184,7.185,1.539,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1079.4,self-sustaining,893.8,20260,92.09,3.85,12.7,185,7.237,1.751,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1080.4,self-sustaining,905.4,20277,92.17,3.867,12.7,185,7.171,1.753,1,1,0x0008,degraded,slow-light-up,0.349
2,2,1080.5,self-sustaining,907.6,20119,91.45,3.845,12.7,184,7.198,1.906,1,1,0x0008,degraded,slow-light-up,0.349
2,3,3639.7,cranking,175.3,0,0.0,1.035,15.3,0,0.0,0.211,1,1,0x0000,success,,0.699
2,3,3640.7,cranking,182.0,222,1.01,1.0,14.0,2,0.139,0.076,1,1,0x0000,success,,0.699
2,3,3641.7,cranking,172.2,165,0.75,1.0,14.9,1,0.004,0.188,1,1,0x0000,success,,0.699
2,3,3642.7,cranking,192.2,631,2.87,1.015,14.5,5,0.158,0.345,1,1,0x0000,success,,0.699
2,3,3643.7,cranking,227.1,1137,5.17,1.06,15.0,10,0.412,1.734,1,1,0x0000,success,,0.699
2,3,3644.7,cranking,248.0,1800,8.18,1.067,14.6,16,0.526,0.527,1,1,0x0000,success,,0.699
2,3,3645.7,cranking,279.3,2724,12.38,1.162,14.5,24,0.986,0.572,1,1,0x0000,success,,0.699
2,3,3646.7,light-up,320.2,3725,16.93,1.236,14.4,34,1.378,0.336,1,1,0x0000,success,,0.699
2,3,3647.7,light-up,358.6,4840,22.0,1.364,14.1,44,1.684,0.574,1,1,0x0000,success,,0.699
2,3,3648.7,light-up,379.5,6006,27.3,1.491,14.8,54,2.05,0.643,1,1,0x0000,success,,0.699
2,3,3649.7,light-up,414.4,7251,32.96,1.615,15.1,66,2.555,0.737,1,1,0x0000,success,,0.699
2,3,3650.7,light-up,469.1,8393,38.15,1.796,14.9,76,3.069,0.767,1,1,0x0000,success,,0.699
2,3,3651.7,light-up,547.5,9508,43.22,1.933,14.9,87,3.39,0.867,1,1,0x0000,success,,0.699
2,3,3652.7,light-up,657.4,10619,48.27,2.131,14.8,97,3.706,1.031,1,1,0x0000,success,,0.699
2,3,3653.7,acceleration,792.9,11939,54.27,2.315,15.3,109,4.273,1.111,1,1,0x0000,success,,0.699
2,3,3654.7,acceleration,860.9,13431,61.05,2.549,15.1,122,4.852,1.181,1,1,0x0000,success,,0.699
2,3,3655.7,acceleration,901.4,14879,67.63,2.844,15.5,136,5.384,1.273,1,1,0x0000,success,,0.699
2,3,3656.7,acceleration,1003.4,15965,72.57,3.003,14.5,146,5.667,1.377,1,1,0x0000,success,,0.699
2,3,3657.7,acceleration,961.3,17004,77.29,3.272,14.6,155,6.068,1.498,1,1,0x0000,success,,0.699
2,3,3658.7,acceleration,951.3,17827,81.03,3.327,14.7,163,6.304,1.67,1,1,0x0000,success,,0.699
2,3,3659.7,acceleration,946.7,18418,83.72,3.424,14.6,168,6.638,1.525,1,1,0x0000,success,,0.699
2,3,3660.7,acceleration,936.9,18828,85.58,3.629,14.5,172,6.767,1.595,1,1,0x0000,success,,0.699
2,3,3661.7,acceleration,929.3,19197,87.26,3.664,14.6,175,6.91,1.55,1,1,0x0000,success,,0.699
2,3,3662.7,acceleration,925.3,19463,88.47,3.717,15.2,178,6.938,1.636,1,1,0x0000,success,,0.699
2,3,3663.7,acceleration,901.4,19870,90.32,3.786,14.8,181,7.22,1.576,1,1,0x0000,success,,0.699
2,3,3664.7,acceleration,919.7,19857,90.26,3.778,14.5,181,7.19,1.664,1,1,0x0000,success,,0.699
2,3,3665.7,acceleration,898.3,19793,89.97,3.769,14.5,181,7.149,1.662,1,1,0x0000,success,,0.699
2,3,3666.7,acceleration,892.8,20040,91.09,3.813,15.1,183,7.216,1.804,1,1,0x0000,success,,0.699
2,3,3667.7,self-sustaining,901.9,20044,91.11,3.824,15.6,183,7.157,1.729,1,1,0x0000,success,,0.699
2,3,3668.7,self-sustaining,904.4,20104,91.38,3.826,14.9,184,7.149,1.743,1,1,0x0000,success,,0.699
2,3,3669.7,self-sustaining,888.5,19989,90.86,3.801,15.2,183,7.048,1.713,1,1,0x0000,success,,0.699
2,3,3670.7,self-sustaining,896.0,20060,91.18,3.824,14.8,183,7.201,1.917,1,1,0x0000,success,,0.699
2,3,3671.7,self-sustaining,903.7,20207,91.85,3.865,15.0,185,7.321,1.777,1,1,0x0000,success,,0.699
2,3,3672.7,self-sustaining,888.4,20286,92.21,3.846,14.6,185,7.254,1.738,1,1,0x0000,success,,0.699
2,3,3673.7,self-sustaining,902.3,20361,92.55,3.91,14.2,186,7.38,1.557,1,1,0x0000,success,,0.699
2,3,3674.7,self-sustaining,895.2,20284,92.2,3.901,15.0,185,7.389,1.859,1,1,0x0000,success,,0.699
2,3,3675.7,self-sustaining,896.2,20082,91.28,3.859,14.6,183,7.219,1.852,1,1,0x0000,success,,0.699
2,3,3676.7,self-sustaining,911.7,20170,91.68,3.864,15.1,184,7.191,1.611,1,1,0x0000,success,,0.699
2,3,3677.7,self-sustaining,897.8,20262,92.1,3.874,15.1,185,7.243,1.698,1,1,0x0000,success,,0.699
2,3,3678.7,self-sustaining,896.7,20187,91.76,3.878,14.8,184,7.28,1.723,1,1,0x0000,success,,0.699
2,3,3679.7,self-sustaining,902.1,20093,91.33,3.843,14.8,183,7.313,1.688,1,1,0x0000,success,,0.699
2,3,3680.7,self-sustaining,909.4,20242,92.01,3.861,15.0,185,7.248,1.816,1,1,0x0000,success,,0.699
2,3,3681.7,self-sustaining,899.2,20134,91.52,3.852,14.4,184,7.271,1.719,1,1,0x0000,success,,0.699
2,3,3682.1,self-sustaining,899.7,20209,91.86,3.842,14.5,185,7.27,1.704,1,1,0x0000,success,,0.699
2,4,4747.1,cranking,178.1,42,0.19,1.0,13.2,0,0.039,0.293,1,1,0x0000,success,,1.048
2,4,4748.1,cranking,189.9,95,0.43,1.0,12.7,0,0.028,0.217,1,1,0x0000,success,,1.048
2,4,4749.1,cranking,196.8,275,1.25,1.0,12.8,2,0.104,0.3,1,1,0x0000,success,,1.048
2,4,4750.1,cranking,214.6,715,3.25,1.03,12.6,6,0.2,0.197,1,1,0x0000,success,,1.048
2,4,4751.1,cranking,222.0,1239,5.63,1.049,12.5,11,0.394,0.166,1,1,0x0000,success,,1.048
2,4,4752.1,cranking,239.5,1903,8.65,1.102,13.2,17,0.711,0.363,1,1,0x0000,success,,1.048
2,4,4753.1,cranking,272.1,2801,12.73,1.169,12.9,25,0.976,0.449,1,1,0x0000,success,,1.048
2,4,4754.1,light-up,319.7,3879,17.63,1.256,12.3,35,1.375,0.54,1,1,0x0000,success,,1.048
2,4,4755.1,light-up,355.0,5262,23.92,1.427,13.1,48,1.818,0.535,1,1,0x0000,success,,1.048
2,4,4756.1,light-up,389.5,6378,28.99,1.546,13.2,58,2.35,0.83,1,1,0x0000,success,,1.048
2,4,4757.1,light-up,461.6,7537,34.26,1.713,12.7,69,2.836,0.751,1,1,0x0000,success,,1.048
2,4,4758.1,light-up,485.7,8791,39.96,1.876,12.9,80,3.171,0.786,1,1,0x0000,success,,1.048
2,4,4759.1,light-up,587.8,10050,45.68,2.038,13.1,92,3.627,0.995,1,1,0x0000,success,,1.048
2,4,4760.1,light-up,706.4,11220,51.0,2.207,12.8,102,4.087,0.815,1,1,0x0000,success,,1.048
2,4,4761.1,acceleration,842.4,12626,57.39,2.459,12.4,115,4.617,0.961,1,1,0x0000,success,,1.048
2,4,4762.1,acceleration,883.5,14146,64.3,2.679,12.3,129,5.148,1.221,1,1,0x0000,success,,1.048
2,4,4763.1,acceleration,993.1,15481,70.37,2.908,12.5,141,5.543,1.408,1,1,0x0000,success,,1.048
2,4,4764.1,acceleration,940.7,16526,75.12,3.13,13.3,151,5.955,3.811,1,1,0x0000,success,,1.048
2,4,4765.1,acceleration,941.4,17488,79.49,3.295,12.7,160,6.219,1.606,1,1,0x0000,success,,1.048
2,4,4766.1,acceleration,948.4,18093,82.24,3.442,13.1,165,6.588,1.614,1,1,0x0000,success,,1.048
2,4,4767.1,acceleration,949.8,18634,84.7,3.464,12.9,170,6.636,1.372,1,1,0x0000,success,,1.048
2,4,4768.1,acceleration,961.2,19219,87.36,3.673,13.1,175,6.855,1.597,1,1,0x0000,success,,1.048
2,4,4769.1,acceleration,919.7,19538,88.81,3.758,12.9,178,7.016,1.654,1,1,0x0000,success,,1.048
2,4,4770.1,acceleration,920.8,19602,89.1,3.748,13.3,179,6.985,1.842,1,1,0x0000,success,,1.048
2,4,4771.1,acceleration,916.4,19983,90.83,3.873,13.1,182,7.257,1.784,1,1,0x0000,success,,1.048
2,4,4772.1,acceleration,902.8,19840,90.18,3.775,13.7,181,7.031,1.552,1,1,0x0000,success,,1.048
2,4,4773.1,acceleration,895.3,20049,91.13,3.823,13.1,183,7.134,1.794,1,1,0x0000,success,,1.048
2,4,4774.1,self-sustaining,906.6,20042,91.1,3.794,12.2,183,7.302,1.551,1,1,0x0000,success,,1.048
2,4,4775.1,self-sustaining,895.6,20035,91.07,3.831,12.6,183,7.241,1.876,1,1,0x0000,success,,1.048
2,4,4776.1,self-sustaining,906.2,20126,91.48,3.856,13.0,184,7.275,1.709,1,1,0x0000,success,,1.048
2,4,4777.1,self-sustaining,903.4,20163,91.65,3.858,12.5,184,7.337,1.596,1,1,0x0000,success,,1.048
2,4,4778.1,self-sustaining,893.9,20121,91.46,3.796,12.3,184,7.145,1.782,1,1,0x0000,success,,1.048
2,4,4779.1,self-sustaining,907.2,20077,91.26,3.832,13.3,183,7.134,1.753,1,1,0x0000,success,,1.048
2,4,4780.1,self-sustaining,914.9,20174,91.7,3.877,12.7,184,7.187,1.611,1,1,0x0000,success,,1.048
2,4,4781.1,self-sustaining,897.4,20099,91.36,3.83,12.9,184,7.284,1.795,1,1,0x0000,success,,1.048
2,4,4782.1,self-sustaining,895.6,20192,91.78,3.838,12.8,184,7.203,1.899,1,1,0x0000,success,,1.048
2,4,4783.1,self-sustaining,889.5,20172,91.69,3.87,12.3,184,7.245,1.87,1,1,0x0000,success,,1.048
2,4,4784.1,self-sustaining,899.3,20187,91.76,3.828,13.2,184,7.343,1.615,1,1,0x0000,success,,1.048
2,4,4785.1,self-sustaining,886.8,20266,92.12,3.871,13.1,185,7.318,1.704,1,1,0x0000,success,,1.048
2,4,4786.1,self-sustaining,907.3,20086,91.3,3.842,12.8,183,7.246,1.904,1,1,0x0000,success,,1.048
2,4,4787.1,self-sustaining,897.7,20222,91.92,3.846,12.9,185,7.305,1.473,1,1,0x0000,success,,1.048
2,4,4788.1,self-sustaining,892.7,20339,92.45,3.879,12.3,186,7.348,1.544,1,1,0x0000,success,,1.048
2,4,4788.2,self-sustaining,905.6,20205,91.84,3.845,13.1,185,7.248,1.734,1,1,0x0000,success,,1.048
2,5,6572.6,cranking,179.3,4,0.02,1.01,18.4,0,0.1,0.301,1,1,0x0000,success,,1.397
2,5,6573.6,cranking,184.6,75,0.34,1.0,18.7,0,0.048,0.188,1,1,0x0000,success,,1.397
2,5,6574.6,cranking,195.5,330,1.5,1.032,19.0,3,0.088,0.151,1,1,0x0000,success,,1.397
2,5,6575.6,cranking,201.3,675,3.07,1.024,18.0,6,0.274,0.094,1,1,0x0000,success,,1.397
2,5,6576.6,cranking,213.2,1192,5.42,1.031,18.6,10,0.405,1.678,1,1,0x0000,success,,1.397
2,5,6577.6,cranking,248.0,1987,9.03,1.069,18.5,18,0.758,0.515,1,1,0x0000,success,,1.397
2,5,6578.6,cranking,271.3,2889,13.13,1.18,18.7,26,1.029,0.33,1,1,0x0000,success,,1.397
2,5,6579.6,light-up,318.3,3984,18.11,1.273,18.8,36,1.478,0.676,1,1,0x0000,success,,1.397
2,5,6580.6,light-up,365.9,5348,24.31,1.391,18.5,48,2.017,0.663,1,1,0x0000,success,,1.397
2,5,6581.6,light-up,401.5,6644,30.2,1.556,18.6,60,2.437,0.685,1,1,0x0000,success,,1.397
2,5,6582.6,light-up,451.6,7742,35.19,1.697,18.5,70,2.723,0.622,1,1,0x0000,success,,1.397
2,5,6583.6,light-up,499.9,8910,40.5,1.909,18.6,81,3.282,1.152,1,1,0x0000,success,,1.397
2,5,6584.6,light-up,606.5,10166,46.21,2.06,18.4,93,3.624,1.004,1,1,0x0000,success,,1.397
2,5,6585.6,acceleration,757.0,11427,51.94,2.277,18.7,104,4.206,1.111,1,1,0x0000,success,,1.397
2,5,6586.6,acceleration,832.2,12918,58.72,2.463,18.2,118,4.774,1.064,1,1,0x0000,success,,1.397
2,5,6587.6,acceleration,892.1,14414,65.52,2.768,18.2,131,5.138,1.363,1,1,0x0000,success,,1.397
2,5,6588.6,acceleration,930.8,15767,71.67,2.957,18.7,144,5.633,1.205,1,1,0x0000,success,,1.397
2,5,6589.6,acceleration,944.8,16887,76.76,3.181,18.7,154,6.018,1.437,1,1,0x0000,success,,1.397
2,5,6590.6,acceleration,953.1,17769,80.77,3.304,19.0,162,6.43,1.519,1,1,0x0000,success,,1.397
2,5,6591.6,acceleration,939.2,18214,82.79,3.506,18.5,166,6.51,1.758,1,1,0x0000,success,,1.397
2,5,6592.6,acceleration,947.1,18931,86.05,3.565,18.3,173,6.774,1.618,1,1,0x0000,success,,1.397
2,5,6593.6,acceleration,937.5,19362,88.01,3.674,17.6,177,6.971,1.653,1,1,0x0000,success,,1.397
2,5,6594.6,acceleration,913.1,19483,88.56,3.728,18.8,178,7.016,1.685,1,1,0x0000,success,,1.397
2,5,6595.6,acceleration,934.1,19611,89.14,3.729,18.6,179,7.042,1.704,1,1,0x0000,success,,1.397
2,5,6596.6,acceleration,909.7,19868,90.31,3.748,18.0,181,7.117,1.533,1,1,0x0000,success,,1.397
2,5,6597.6,acceleration,907.1,19941,90.64,3.798,18.1,182,7.183,1.512,1,1,0x0000,success,,1.397
2,5,6598.6,acceleration,908.4,20106,91.39,3.759,18.7,184,7.113,1.56,1,1,0x0000,success,,1.397
2,5,6599.6,self-sustaining,902.8,20016,90.98,3.799,18.3,183,7.156,1.705,1,1,0x0000,success,,1.397
2,5,6600.6,self-sustaining,902.6,20192,91.78,3.873,18.2,184,7.216,1.686,1,1,0x0000,success,,1.397
2,5,6601.6,self-sustaining,888.5,19969,90.77,3.806,18.5,182,7.253,1.693,1,1,0x0000,success,,1.397
2,5,6602.6,self-sustaining,897.2,20174,91.7,3.859,18.5,184,7.354,1.796,1,1,0x0000,success,,1.397
2,5,6603.6,self-sustaining,910.0,20137,91.53,3.839,18.5,184,7.213,1.923,1,1,0x0000,success,,1.397
2,5,6604.6,self-sustaining,903.6,20152,91.6,3.855,18.6,184,7.328,1.757,1,1,0x0000,success,,1.397
2,5,6605.6,self-sustaining,896.9,20332,92.42,3.845,18.8,186,7.306,1.707,1,1,0x0000,success,,1.397
2,5,6606.6,self-sustaining,890.3,20260,92.09,3.849,19.2,185,7.18,1.561,1,1,0x0000,success,,1.397
2,5,6607.6,self-sustaining,901.4,20306,92.3,3.884,18.0,185,7.237,1.749,1,1,0x0000,success,,1.397
2,5,6608.6,self-sustaining,892.7,20198,91.81,3.827,18.6,184,7.18,1.657,1,1,0x0000,success,,1.397
2,5,6609.6,self-sustaining,911.9,20240,92.0,3.868,18.9,185,7.289,1.755,1,1,0x0000,success,,1.397
2,5,6610.6,self-sustaining,896.4,20264,92.11,3.865,18.0,185,7.327,1.665,1,1,0x0000,success,,1.397
2,5,6611.6,self-sustaining,899.6,20231,91.96,3.86,18.0,185,7.34,1.694,1,1,0x0000,success,,1.397
2,5,6612.6,self-sustaining,914.8,20405,92.75,3.856,18.7,186,7.325,1.893,1,1,0x0000,success,,1.397
2,5,6613.1,self-sustaining,903.1,20154,91.61,3.824,18.1,184,7.355,1.754,1,1,0x0000,success,,1.397
2,6,7742.7,cranking,175.6,0,0.0,1.0,16.0,0,0.0,0.271,1,1,0x0000,success,,1.747
2,6,7743.7,cranking,170.1,0,0.0,1.004,16.4,0,0.125,0.026,1,1,0x0000,success,,1.747
2,6,7744.7,cranking,186.1,394,1.79,1.0,16.4,3,0.058,0.26,1,1,0x0000,success,,1.747
2,6,7745.7,cranking,203.9,834,3.79,1.039,16.0,7,0.438,0.491,1,1,0x0000,success,,1.747
2,6,7746.7,cranking,235.1,1472,6.69,1.097,16.2,13,0.567,0.202,1,1,0x0000,success,,1.747
2,6,7747.7,cranking,279.0,2253,10.24,1.121,15.7,20,0.863,0.516,1,1,0x0000,success,,1.747
2,6,7748.7,light-up,297.6,3364,15.29,1.256,15.8,30,1.137,0.341,1,1,0x0000,success,,1.747
2,6,7749.7,light-up,337.2,4778,21.72,1.372,16.1,43,1.681,0.689,1,1,0x0000,success,,1.747
2,6,7750.7,light-up,394.8,6054,27.52,1.48,16.1,55,2.103,0.852,1,1,0x0000,success,,1.747
2,6,7751.7,light-up,430.4,7297,33.17,1.63,15.8,66,2.649,0.657,1,1,0x0000,success,,1.747
2,6,7752.7,light-up,483.4,8644,39.29,1.827,16.1,79,3.135,0.728,1,1,0x0000,success,,1.747
2,6,7753.7,light-up,581.5,9893,44.97,2.031,16.1,90,3.562,0.833,1,1,0x0000,success,,1.747
2,6,7754.7,light-up,723.0,11348,51.58,2.222,16.2,103,4.082,1.078,1,1,0x0000,success,,1.747
2,6,7755.7,acceleration,837.5,12879,58.54,2.468,17.0,117,4.618,1.058,1,1,0x0000,success,,1.747
2,6,7756.7,acceleration,903.7,14313,65.06,2.739,16.1,131,5.139,1.458,1,1,0x0000,success,,1.747
